time,cylinder_pressure,brake_power,air_fuel_ratio,boost_pressure,exhaust_temp,rpm,injection_timing,vibration
2.586,66.7534,44.1171,14.3818,2.2402,504.4205,2159.4819,12.9621,0.5634
2.587,63.2149,44.1836,14.2143,2.2993,505.5782,2157.6144,12.7975,0.6835
2.588,60.6221,44.1698,14.1078,2.3016,505.3708,2155.573,12.5493,0.3719
2.589,60.3886,43.819,14.0494,2.2452,506.7093,2149.9332,12.2582,-0.3286
2.59,59.8018,44.3464,13.9828,2.1994,507.8623,2151.4619,12.0837,-0.302
2.591,59.8363,44.6078,14.0561,2.0412,509.6702,2150.7938,11.8303,-0.1372
2.592,59.5733,44.6782,14.053,1.9671,509.7901,2155.0956,11.368,-0.32
2.593,56.9695,44.9461,14.0033,1.8725,511.2276,2156.4264,11.2067,-0.2607
2.594,52.0148,45.176,14.0355,1.7616,511.8292,2157.4019,11.0781,-0.0726
2.595,49.8565,45.1449,14.1027,1.728,512.9788,2166.5587,10.9542,-0.2637
2.596,47.5636,45.7914,14.1314,1.7158,516.4592,2168.2815,10.9689,-0.719
2.597,46.6041,46.0392,14.3479,1.7247,517.0956,2179.4979,11.2344,-0.618
2.598,49.105,46.81,14.3235,1.7786,517.459,2187.9655,11.4616,-0.5873
2.599,53.6148,46.4296,14.4192,1.8661,518.327,2193.5822,11.685,-0.5189
2.6,59.8324,46.998,14.4256,2.0321,520.3591,2195.4405,11.9862,-0.0339
2.601,66.9037,47.4033,14.5407,2.0812,521.3683,2206.2667,12.3524,0.5086
2.602,70.6886,47.7778,14.7853,2.2519,521.8375,2216.6284,12.4968,0.4118
2.603,72.1329,47.7804,14.7517,2.2829,521.8361,2223.1464,12.8011,0.4917
2.604,72.8937,48.6921,14.7852,2.3458,525.6997,2229.4348,12.9561,0.6829
2.605,69.6081,48.6228,14.8632,2.2838,525.6776,2239.0977,12.9754,0.2243
2.606,66.0888,48.9988,14.9117,2.2413,527.7,2243.0509,12.9569,0.0219
2.607,63.2565,49.4496,15.0358,2.139,528.4632,2244.1448,12.7916,0.3232
2.608,60.9275,49.4748,14.9943,2.0485,529.8289,2247.2661,12.5522,0.3154
2.609,60.0116,49.9232,15.0737,1.9502,529.8133,2249.2249,12.3325,0.1125
2.61,59.9805,50.234,15.0474,1.8394,529.9398,2250.5108,11.935,0.3643
2.611,58.903,50.1162,14.9185,1.784,532.8203,2253.4129,11.6576,0.3875
2.612,58.345,50.3349,14.8546,1.7243,532.7994,2249.0954,11.435,-0.3248
2.613,57.4736,49.686,14.7945,1.7207,535.2192,2242.7874,11.142,-0.5798
2.614,52.6581,49.9292,14.7633,1.7373,536.4041,2242.9968,11.0508,-0.5421
2.615,50.1733,49.8906,14.5876,1.8294,534.0945,2237.0484,10.9842,-0.6674
2.616,47.8609,49.9508,14.5699,1.9234,535.2674,2225.4562,10.9786,-0.7659
2.617,47.4591,49.6461,14.4552,2.0463,538.4135,2222.2175,11.199,-0.1481
2.618,48.6256,49.4019,14.3045,2.1645,538.409,2214.4255,11.4375,0.0521
2.619,53.4081,49.0578,14.3082,2.2354,538.4891,2208.1065,11.7288,-0.0445
2.62,59.8454,48.891,14.1133,2.2951,539.2288,2203.0344,12.0067,0.2745
2.621,66.3278,48.2645,14.1525,2.2916,537.2076,2195.0667,12.3084,0.2664
2.622,70.4327,48.1768,14.0061,2.2422,540.113,2183.9703,12.5263,-0.0133
2.623,73.1666,47.4141,14.0354,2.2308,540.2785,2177.5425,12.7707,0.0366
2.624,72.9085,47.451,14.0083,2.0932,538.1605,2167.9265,13.0442,0.4789
2.625,69.6424,47.164,13.9364,1.997,540.0425,2165.5827,13.0079,0.4465
2.626,66.7723,46.7147,13.9604,1.8639,541.0469,2163.7949,12.8386,0.5793
2.627,63.4693,46.1525,14.0383,1.8142,538.1302,2158.3175,12.8899,0.9363
2.628,60.7859,45.6827,14.0395,1.7403,539.3869,2151.3188,12.6061,0.712
2.629,59.3397,45.375,14.1591,1.6869,541.2976,2152.4426,12.3449,0.0864
2.63,60.123,45.0909,14.1515,1.7449,538.7119,2149.9555,12.0268,-0.1428
2.631,59.6808,45.5146,14.3345,1.7888,538.0988,2151.0259,11.7292,-0.2274
2.632,59.2605,44.6801,14.3794,1.8308,537.7095,2150.4959,11.4247,-0.5947
2.633,56.8689,44.6473,14.505,1.9613,536.4786,2156.6525,11.2116,-0.5742
2.634,53.6813,44.2511,14.6223,2.0837,537.1182,2159.7663,10.9932,-0.2424
2.635,49.8339,44.1144,14.6419,2.1807,538.2413,2166.7793,10.9926,-0.245
2.636,46.6925,43.6006,14.6563,2.2524,536.1474,2168.8678,11.0273,-0.2558
2.637,47.2018,43.9365,14.8036,2.2772,533.8634,2175.1187,11.1556,-0.2764
2.638,49.1804,43.9085,14.8976,2.2561,533.1327,2184.6853,11.3364,-0.3215
2.639,54.5517,44.0056,14.9468,2.2359,532.2511,2191.0773,11.7376,-0.6316
2.64,59.7496,44.0071,14.9202,2.2185,531.5518,2200.6134,12.025,-0.2405
2.641,66.1315,44.5289,15.0195,2.095,531.3685,2206.4256,12.3557,0.0577
2.642,71.4381,44.2513,15.0324,1.9875,529.0032,2216.8513,12.6476,0.2721
2.643,72.7435,44.694,14.9989,1.8493,528.1344,2226.3583,12.7421,0.5223
2.644,72.606,44.9901,14.997,1.7717,526.2407,2230.1971,12.9225,0.9411
2.645,70.0135,45.2934,14.8973,1.7334,525.6353,2234.2322,12.9498,0.709
2.646,66.9154,45.4221,14.8195,1.6772,525.6506,2239.7974,13.0616,0.1803
2.647,63.1959,46.0441,14.842,1.7288,524.1071,2247.0095,12.8018,0.2855
2.648,61.1729,46.2354,14.73,1.816,521.5981,2250.9956,12.5969,0.1492
2.649,60.2144,46.4087,14.5843,1.8332,522.6344,2249.4367,12.3507,-0.3009
2.65,60.0392,46.675,14.5036,2.0051,519.7424,2250.1782,11.9536,-0.0868
2.651,59.9752,47.3673,14.3851,2.0949,518.5852,2248.2434,11.7065,0.2643
2.652,59.5484,47.4979,14.4224,2.1991,517.0802,2251.4704,11.3974,-0.109
2.653,56.8335,47.956,14.1907,2.2554,516.4889,2241.3554,11.2585,-0.2597
2.654,54.107,48.249,14.174,2.2793,515.2491,2239.4128,11.067,-0.268
2.655,51.1913,48.6571,14.0626,2.2776,513.7842,2237.0493,10.995,-0.6469
2.656,47.7431,49.1473,14.0316,2.2373,515.3669,2225.5783,11.0979,-1.0082
2.657,47.7972,49.3847,14.0346,2.1436,512.7799,2222.3664,11.2157,-0.4831
2.658,48.9838,49.6285,14.0076,2.0469,510.169,2209.7151,11.3866,-0.2217
2.659,54.0039,49.7385,14.0767,1.9327,508.4885,2210.6909,11.75,-0.249
2.66,60.3839,49.8268,14.1236,1.8284,507.2398,2200.6055,11.9837,0.2092
2.661,66.6271,49.9143,14.0683,1.7382,507.0386,2190.5786,12.2019,0.6088
2.662,70.3478,50.0606,14.1901,1.6749,506.3568,2182.8898,12.5552,0.2365
2.663,74.2995,50.0068,14.2134,1.7089,505.8029,2176.4918,12.8296,0.1467
2.664,72.1746,50.0561,14.3112,1.7816,502.9946,2170.136,12.9079,0.4292
2.665,69.9973,49.5973,14.271,1.8207,505.8435,2163.1973,12.9448,0.1482
2.666,66.8386,49.7862,14.4476,1.9273,503.4247,2158.1667,12.92,0.1175
2.667,63.264,49.6932,14.4828,2.0334,503.5618,2156.8353,12.7562,0.5465
2.668,61.9972,49.3146,14.5828,2.1465,501.7164,2154.609,12.6431,0.6847
2.669,60.0902,49.2946,14.6328,2.2234,501.5067,2153.6333,12.291,0.1643
2.67,60.7838,48.7046,14.7715,2.3079,501.1158,2147.1471,11.9593,0.2402
2.671,61.0818,48.3678,14.9316,2.32,500.4545,2148.486,11.5665,-0.007
2.672,58.8822,48.1895,14.9671,2.2755,501.3723,2151.3145,11.4757,-0.6163
2.673,56.6748,47.6543,14.9686,2.2314,499.7566,2154.4858,11.2557,-0.8126
2.674,53.1565,47.7628,15.0725,2.1054,499.3804,2159.3608,11.0596,-0.4404
2.675,50.5844,47.3112,15.0343,1.98,498.6354,2163.5583,10.9926,-0.4886
2.676,47.8942,46.7582,15.0559,1.9016,500.3563,2171.8352,11.0457,-0.481
2.677,46.3409,46.2387,14.9961,1.7948,498.3911,2177.3638,11.1966,0.1272
2.678,48.7987,46.0676,14.9747,1.689,500.5251,2182.6721,11.4127,0.0782
2.679,53.9856,45.6758,14.9253,1.6867,501.2963,2192.8578,11.7698,-0.322
2.68,60.2763,45.2973,14.8511,1.7164,501.428,2200.7381,11.9696,-0.1753
2.681,66.3186,44.9169,14.6259,1.7803,501.2213,2207.7692,12.4148,0.103
2.682,69.7597,44.7555,14.6888,1.8595,502.6751,2211.7082,12.5671,-0.0489
2.683,71.7965,44.4873,14.4756,1.9892,503.6892,2221.9832,12.7947,0.1808
2.684,71.729,44.4864,14.4586,2.0944,502.5811,2229.5295,12.9272,0.7316
2.685,70.9394,44.1134,14.2951,2.161,505.0345,2233.6177,13.0228,0.8373
2.686,65.8307,44.445,14.2536,2.2815,505.8845,2240.9465,13.0122,0.5744
2.687,63.4251,44.357,14.1801,2.2822,505.8072,2244.3892,12.8538,0.6792
2.688,60.4152,44.0163,14.0942,2.2808,507.1501,2249.0278,12.6172,0.2512
2.689,60.0271,44.2463,14.0412,2.2407,508.1191,2247.4921,12.3638,-0.2973
2.69,59.665,43.7366,13.9802,2.1642,507.8949,2249.2069,12.0081,-0.2669
2.691,59.7565,44.3694,14.0054,2.0694,507.8217,2251.5098,11.6428,-0.1729
2.692,58.2733,44.8352,13.9451,1.9306,509.679,2244.9361,11.3622,-0.2452
2.693,56.5123,44.8574,14.0172,1.8714,510.9428,2242.5951,11.2253,-0.3346
2.694,53.544,44.7758,14.0524,1.7631,513.2961,2240.6817,11.0536,0.0277
2.695,50.5787,45.2508,14.0992,1.7296,514.6964,2235.4669,10.8986,-0.3163
2.696,47.9273,45.8614,14.1885,1.6865,514.1971,2229.523,11.0505,-0.765
2.697,46.8726,45.9799,14.1687,1.7293,515.4384,2224.257,11.225,-0.6445
2.698,49.9402,46.0718,14.3127,1.7856,517.8427,2214.826,11.3909,-0.4077
2.699,53.0153,46.6215,14.3805,1.8825,519.4446,2210.7739,11.7688,-0.5084
2.7,59.3896,47.1176,14.4845,1.9739,519.7334,2198.2669,12.0551,-0.0691
2.701,66.3652,47.2148,14.6346,2.1346,520.203,2191.2077,12.3406,0.5734
2.702,70.7426,47.431,14.6508,2.2249,524.6666,2181.8281,12.5816,0.4132
2.703,72.4848,47.9853,14.7636,2.282,520.8614,2174.7305,12.9282,0.4919
2.704,72.566,48.4936,14.8895,2.2644,525.2244,2170.9538,12.919,0.6529
2.705,69.9568,48.2551,14.9327,2.2805,525.4615,2163.1715,13.0009,0.3304
2.706,66.2803,49.0256,15.0512,2.2261,529.1022,2161.3787,12.9355,-0.0602
2.707,62.9363,49.6534,15.0261,2.1261,527.5578,2154.0911,12.8167,0.3951
2.708,60.9861,49.1368,15.0381,1.9905,530.3439,2155.379,12.5676,0.3357
2.709,60.1259,49.9506,15.023,1.8779,530.2557,2149.5496,12.2854,0.1744
2.71,60.3543,49.8094,14.9072,1.7801,532.8153,2149.8388,11.9721,0.3155
2.711,58.947,49.9192,14.8991,1.7701,533.1523,2151.4231,11.5818,0.3205
2.712,59.1889,49.9266,14.9408,1.7169,532.4778,2152.4949,11.4486,-0.2883
2.713,56.8952,49.6663,14.8768,1.7309,534.9994,2156.9654,11.1652,-0.646
2.714,53.1279,49.9207,14.7266,1.7641,535.544,2159.2408,11.0108,-0.597
2.715,49.9348,49.8545,14.6766,1.8131,535.3281,2165.7697,11.0065,-0.7164
2.716,47.5449,49.7665,14.5574,1.94,536.7994,2169.4754,11.0644,-0.7459
2.717,47.8317,49.7574,14.5184,2.0438,536.915,2177.0664,11.1401,-0.2655
2.718,49.9762,48.9954,14.2924,2.1707,538.2215,2184.3962,11.4104,0.016
2.719,54.0042,49.2439,14.2955,2.2184,537.1654,2194.9058,11.6685,-0.1011
2.72,59.4548,48.3993,14.2013,2.3075,539.472,2201.202,11.9899,0.106
2.721,65.2809,48.2825,14.0819,2.3068,540.3351,2207.4497,12.2677,0.2262
2.722,71.8574,48.2939,14.1462,2.3162,540.5794,2218.7788,12.5688,-0.0796
2.723,73.0987,47.9824,14.0521,2.171,541.7811,2221.5028,12.7823,-0.0078
2.724,72.4695,47.4616,14.0854,2.0973,541.9287,2232.1759,12.8892,0.5353
2.725,69.709,46.9307,14.0447,1.9955,539.5347,2236.0025,13.0099,0.4001
2.726,66.463,46.5746,14.0164,1.9043,543.0307,2241.4153,12.9527,0.4192
2.727,63.1693,46.7921,14.0111,1.8156,539.229,2245.2533,12.8608,0.7963
2.728,60.1184,46.051,14.0919,1.7088,539.8094,2250.6966,12.5821,0.6498
2.729,61.2539,45.3145,14.1263,1.6976,539.0817,2246.8498,12.3101,0.0596
2.73,59.8424,45.3417,14.1335,1.7224,539.0307,2252.6536,11.9804,-0.21
2.731,59.7374,45.0029,14.3271,1.7815,537.9486,2248.6019,11.7035,-0.2895
2.732,58.7149,44.5269,14.3559,1.8512,537.8108,2243.2351,11.3352,-0.6464
2.733,57.1704,44.3622,14.3859,1.9622,536.3418,2244.6666,11.1227,-0.5669
2.734,52.9251,44.6037,14.6446,2.0626,536.1135,2241.8962,11.0468,-0.1016
2.735,50.1048,44.2978,14.6382,2.186,536.6446,2232.9519,10.9749,-0.2859
2.736,48.2766,43.6817,14.749,2.2395,534.1129,2231.1246,11.102,-0.3823
2.737,47.6035,44.1473,14.8354,2.3025,534.2462,2224.0402,11.2035,-0.1345
2.738,49.1392,44.1414,14.9278,2.3416,534.5812,2214.884,11.4404,-0.2457
2.739,53.6264,44.1083,14.9862,2.2374,534.85,2207.6419,11.7469,-0.6876
2.74,60.3039,43.9774,14.9629,2.1945,530.5817,2200.6152,11.9258,-0.3348
2.741,65.7765,43.931,15.0249,2.1083,529.3501,2193.1955,12.4223,0.1593
2.742,71.2656,44.3338,14.9799,1.9716,530.6068,2185.7261,12.5817,0.2636
2.743,72.5069,44.4892,14.9709,1.8711,530.4342,2180.4594,12.8829,0.5456
2.744,72.1218,44.808,14.8615,1.7719,526.3724,2170.1058,12.968,0.9698
2.745,70.3874,45.1853,14.888,1.7201,525.6898,2165.1097,12.9624,0.5951
2.746,67.9529,45.7637,14.8163,1.7085,524.2138,2160.5945,13.0998,0.1923
2.747,63.6257,45.7378,14.8437,1.7371,523.0022,2159.0434,12.7809,0.2412
2.748,60.7991,46.2573,14.6681,1.8294,522.6355,2152.9701,12.5547,0.1117
2.749,60.3378,46.5768,14.4618,1.8871,521.1207,2150.9976,12.2503,-0.345
2.75,60.034,46.8533,14.5195,2.0002,518.1917,2150.7885,11.9559,0.0111
2.751,59.0427,47.49,14.3715,2.1101,517.5902,2152.8327,11.6329,0.266
2.752,58.3333,47.7613,14.3539,2.2198,519.0604,2151.5697,11.3425,-0.1273
2.753,56.7787,48.2924,14.259,2.2698,515.6086,2156.6132,11.2186,-0.3078
2.754,53.6804,48.641,14.1291,2.2722,514.5734,2157.3753,11.0768,-0.1858
2.755,50.8826,48.733,14.1168,2.2862,514.1959,2162.986,11.0587,-0.6884
2.756,48.226,48.7766,14.0231,2.2351,513.931,2171.2019,11.0529,-0.9103
2.757,47.9961,49.4287,14.0093,2.1576,512.5319,2177.2374,11.2574,-0.5571
2.758,50.0229,49.55,14.0132,2.0221,509.0232,2182.7862,11.3981,-0.3059
2.759,54.43,49.0101,13.9803,1.9053,511.0425,2193.8342,11.5845,-0.2333
2.76,60.4133,49.6477,14.1008,1.8721,507.3228,2200.3862,11.9633,0.1929
2.761,65.0347,50.0881,14.1089,1.7348,508.3363,2207.1838,12.3828,0.614
2.762,71.2685,50.2717,14.1108,1.7052,507.6092,2213.0595,12.5954,0.4036
2.763,73.4667,50.0444,14.2578,1.7192,505.0185,2220.9061,12.7978,0.1718
2.764,72.8878,49.9779,14.2511,1.7299,504.4911,2230.5786,12.987,0.3805
2.765,70.0505,49.8129,14.3812,1.8242,503.4194,2232.2389,13.0255,0.235
2.766,66.5235,49.8982,14.4836,1.9192,505.3102,2242.4632,12.9765,0.0969
2.767,63.7149,49.151,14.5296,2.0432,502.7123,2242.8658,12.9126,0.6343
2.768,60.6018,49.2877,14.5769,2.145,503.302,2245.225,12.5731,0.7192
2.769,59.8018,49.3883,14.6634,2.2354,500.3316,2248.2118,12.3075,0.2796
2.77,59.8083,48.4923,14.8023,2.2896,502.1275,2253.051,11.9777,0.1179
2.771,59.9529,48.3951,14.8282,2.3124,498.3108,2246.8438,11.6662,-0.0672
2.772,58.5544,47.9232,14.8833,2.2793,501.1744,2250.7901,11.362,-0.6492
2.773,56.4724,47.6562,14.9136,2.1834,499.2878,2242.8187,11.1115,-0.8518
2.774,52.7727,47.2785,15.0492,2.1029,499.5654,2241.3301,10.9553,-0.465
2.775,50.3927,46.8527,15.0371,2.0172,499.8359,2234.085,11.0245,-0.414
2.776,48.2532,46.8141,14.9403,1.8908,500.4376,2229.9185,11.0773,-0.4489
2.777,47.4096,46.4216,14.9904,1.7567,500.1675,2220.5475,11.1356,0.0087
2.778,48.6341,46.1944,14.9079,1.7506,500.8821,2216.6253,11.469,0.0762
2.779,53.2926,45.7333,14.8233,1.6828,502.3075,2207.4543,11.6639,-0.2828
2.78,60.1003,45.0899,14.8012,1.713,500.3533,2200.7993,12.0394,-0.1544
2.781,66.3746,44.7327,14.7983,1.7497,501.3281,2190.6904,12.3709,0.0147
2.782,71.1358,44.5914,14.6527,1.8294,502.4571,2188.9568,12.538,-0.1258
2.783,73.4647,44.2601,14.4851,1.9611,502.1112,2178.6586,12.8186,0.1918
2.784,72.4294,44.4909,14.4283,2.039,504.0318,2172.4571,13.0418,0.7779
2.785,69.5873,44.0673,14.2859,2.1948,504.3423,2162.7834,12.9564,0.837
2.786,67.5126,44.1737,14.3097,2.2578,506.0671,2158.0354,12.9466,0.477
2.787,63.6784,44.0039,14.202,2.2909,507.2977,2156.6712,12.8016,0.6101
2.788,61.4497,44.1427,14.0948,2.312,505.8096,2155.5235,12.6005,0.3273
2.789,59.7136,44.357,14.0467,2.2526,507.0219,2151.9617,12.3837,-0.3096
2.79,59.8381,44.3161,14.0751,2.1754,508.2046,2151.0493,12.0214,-0.2565
2.791,59.5404,44.0959,13.9767,2.0526,509.1365,2152.3475,11.7273,-0.1266
2.792,59.1869,44.4819,13.9166,1.9902,509.2771,2153.5011,11.3324,-0.3095
2.793,57.3447,44.8742,14.046,1.8889,511.0963,2155.9516,11.1853,-0.2853
2.794,53.1151,44.578,14.0024,1.7555,511.4994,2160.6455,11.0829,-0.0089
2.795,50.521,45.2266,14.0657,1.7286,512.911,2164.2559,11.0444,-0.332
2.796,47.2869,45.7186,14.1631,1.7246,515.5159,2173.7799,11.0793,-0.6656
2.797,46.3112,46.1547,14.23,1.7083,515.8848,2177.3358,11.1462,-0.4591
2.798,48.8486,46.1077,14.3694,1.8022,519.099,2185.2892,11.3955,-0.4079
2.799,54.1177,46.9601,14.3749,1.9271,520.1706,2192.0314,11.7118,-0.4714
2.8,60.1222,47.2349,14.5203,2.0092,522.1142,2197.0875,11.9776,0.0066
2.801,66.2861,47.5993,14.5281,2.1144,520.9118,2208.9714,12.352,0.5762
2.802,71.1725,47.8091,14.6476,2.1995,521.5391,2216.1011,12.5915,0.4842
2.803,72.6536,47.3546,14.841,2.3013,522.3279,2223.7067,12.7859,0.53
2.804,72.9993,48.0634,14.8621,2.3166,525.0359,2230.2229,12.9132,0.7092
2.805,70.2006,49.0449,14.8245,2.2705,525.252,2233.8054,13.0203,0.4026
2.806,66.1911,48.86,14.9214,2.2114,527.0706,2236.4422,12.829,-0.0129
2.807,62.7972,49.4215,14.9264,2.1422,529.5217,2242.1776,12.8615,0.3222
2.808,61.8132,49.8212,14.9945,2.0479,530.0644,2249.206,12.5471,0.3181
2.809,60.0126,49.8676,14.9307,1.9275,532.1452,2250.5668,12.3624,0.0779
2.81,59.1928,49.7055,14.8718,1.8091,531.9782,2246.6335,11.8298,0.2473
2.811,59.3097,50.2017,14.9558,1.7406,532.5416,2244.3913,11.7208,0.2375
2.812,58.9401,49.9936,14.9453,1.7201,531.4266,2244.9424,11.4086,-0.3072
2.813,57.1217,49.7569,14.811,1.699,533.789,2248.2878,11.1099,-0.6603
2.814,53.6474,50.0783,14.6976,1.7547,535.167,2239.8691,10.9088,-0.5593
2.815,50.1415,49.7214,14.6081,1.8414,535.4875,2235.1041,10.913,-0.7107
2.816,48.6492,49.5148,14.653,1.9685,536.4294,2227.6258,11.0796,-0.8013
2.817,47.0764,49.6777,14.4527,2.0145,536.7695,2220.2158,11.1975,-0.213
2.818,49.3791,49.3957,14.4043,2.114,537.0335,2215.6092,11.4066,0.1715
2.819,53.4137,49.2018,14.3792,2.2285,537.2281,2211.9227,11.6697,-0.0566
2.82,59.6675,48.5468,14.3203,2.2815,537.7145,2200.7802,12.0655,0.232
2.821,66.67,48.4443,14.1906,2.2735,540.3955,2192.4575,12.3034,0.344
2.822,71.01,48.2795,14.057,2.2495,540.0705,2182.0814,12.5838,-0.2098
2.823,73.0473,47.7034,14.0023,2.1338,538.2983,2174.8681,12.8472,0.0365
2.824,72.9743,47.5808,13.9722,2.1203,539.5194,2167.5382,12.8976,0.4593
2.825,70.443,47.355,13.9737,1.9906,538.9966,2168.1198,12.98,0.3503
2.826,66.3485,46.7043,14.0032,1.8737,539.009,2163.5428,12.9515,0.4732
2.827,63.4813,46.2602,13.9214,1.8046,539.3227,2156.2815,12.8388,0.7857
2.828,61.2812,45.9691,14.0482,1.7532,538.3544,2152.2016,12.6373,0.6544
2.829,60.2811,45.4809,14.1993,1.726,540.6955,2149.6822,12.262,-0.0014
2.83,60.6882,45.1405,14.1973,1.7174,539.1067,2152.8645,11.9534,-0.2131
2.831,59.2304,45.0319,14.3278,1.7745,539.4604,2151.6407,11.7086,-0.1748
2.832,59.2087,44.5937,14.4597,1.8403,539.9761,2149.9757,11.3972,-0.7293
2.833,56.4628,44.4304,14.4309,1.9708,536.7599,2151.4901,11.1409,-0.6862
2.834,53.4751,44.2897,14.5266,2.0838,536.0555,2159.667,11.0329,-0.1328
2.835,49.7863,44.0785,14.7615,2.1514,534.9882,2162.7806,10.9917,-0.2238
2.836,47.5208,44.4496,14.7761,2.2852,534.4642,2173.6206,11.0054,-0.3865
2.837,47.5332,43.9555,14.8749,2.283,533.6823,2176.6941,11.1874,-0.2203
2.838,49.2701,43.4802,14.8286,2.2917,532.2469,2188.9007,11.4761,-0.2909
2.839,53.7517,43.9734,14.9452,2.2501,533.002,2195.3846,11.7015,-0.5555
2.84,60.5884,44.1683,14.9792,2.1766,530.7431,2196.6388,11.9433,-0.264
2.841,66.6947,44.4266,15.0741,2.0157,533.3818,2207.7955,12.2888,0.3203
2.842,70.5202,44.1322,15.0269,1.984,529.3627,2213.8376,12.7229,0.1701
2.843,72.76,44.5539,15.0053,1.8543,527.2837,2222.8545,12.8444,0.5567
2.844,71.7262,44.9349,14.9804,1.7338,526.1467,2231.0918,12.9699,1.0463
2.845,71.0482,45.3497,14.9223,1.7111,524.8974,2231.304,13.0127,0.6475
2.846,65.9521,45.1184,14.8299,1.7107,524.7011,2243.1749,12.9186,0.1949
2.847,64.0095,46.0036,14.7887,1.7135,524.8341,2242.4335,12.8125,0.2279
2.848,60.6743,45.8362,14.718,1.7657,522.9561,2244.7086,12.5557,0.0646
2.849,60.0799,46.6549,14.5682,1.9211,521.4531,2251.224,12.2753,-0.2288
2.85,60.5782,46.7049,14.5255,1.9849,519.573,2249.911,12.0237,0.0047
2.851,59.9603,47.5042,14.4269,2.1094,517.528,2249.5363,11.6236,0.2254
2.852,58.4437,47.6396,14.3346,2.2327,516.893,2250.0334,11.4437,-0.1076
2.853,56.1438,48.0213,14.1961,2.2746,515.524,2245.5697,11.2299,-0.2846
2.854,51.9783,48.5337,14.1421,2.2513,516.8671,2244.4553,11.0116,-0.2198
2.855,50.3082,48.7832,14.1305,2.2975,513.6572,2237.0493,11.0151,-0.7306
2.856,47.421,49.1481,14.0269,2.1988,512.2866,2228.1042,11.0972,-0.861
2.857,47.455,48.9859,14.0395,2.1307,509.9059,2220.8268,11.2137,-0.4612
2.858,48.2855,49.3309,14.0105,2.0699,510.1141,2216.9662,11.4115,-0.2349
2.859,54.5203,49.8177,14.0755,1.9223,508.6193,2207.5259,11.7106,-0.2337
2.86,60.3319,49.9122,13.9523,1.8229,508.7323,2200.8303,12.0242,0.3007
2.861,65.0901,50.0532,14.0909,1.7612,505.5082,2195.0446,12.2989,0.661
2.862,70.667,49.8135,14.0707,1.7059,508.5614,2187.0475,12.6025,0.2542
2.863,73.2888,50.1545,14.2459,1.743,505.8315,2181.0818,12.8473,0.2046
2.864,73.4717,49.7695,14.3518,1.7349,506.9043,2170.8335,13.0443,0.366
2.865,70.4352,50.0452,14.2054,1.8168,505.2897,2162.0775,13.0878,0.187
2.866,67.338,49.3838,14.4178,1.9198,502.8565,2157.7073,13.0145,0.2324
2.867,62.6135,49.533,14.5478,2.0079,501.8452,2151.4076,12.7678,0.5315
2.868,61.4244,49.4659,14.5922,2.1629,501.7027,2153.5037,12.6142,0.6059
2.869,59.0903,49.2554,14.7372,2.2403,500.9336,2148.4227,12.3393,0.3226
2.87,60.6078,48.71,14.8941,2.3153,502.8869,2149.7282,12.0391,0.1958
2.871,59.7639,48.5229,14.8965,2.3098,500.5096,2149.8965,11.6838,0.0237
2.872,59.0236,47.8266,14.9322,2.2416,500.9694,2155.5582,11.4185,-0.5784
2.873,57.1085,47.7025,14.9331,2.2072,500.7331,2154.6029,11.2,-0.887
2.874,53.9066,47.5751,14.9964,2.1268,499.4107,2162.356,11.0939,-0.581
2.875,50.666,47.1585,15.0481,2.004,500.0688,2163.8796,11.0846,-0.5138
2.876,47.1398,46.4715,14.9136,1.9023,498.4259,2172.8602,11.0372,-0.5323
2.877,47.1237,46.1637,14.9788,1.7708,501.1352,2175.5199,11.2154,-0.0136
2.878,49.8393,45.3766,15.0082,1.7508,500.9803,2181.1739,11.452,0.0859
2.879,53.7493,45.6693,14.9009,1.7036,500.7832,2192.82,11.6231,-0.299
2.88,60.5029,44.68,14.8107,1.7119,500.1686,2201.5049,11.9918,-0.1385
2.881,66.0605,44.8645,14.7089,1.7747,501.5028,2208.1649,12.1836,0.0353
2.882,69.9891,44.7972,14.6223,1.8746,501.7296,2216.1714,12.5466,-0.1351
2.883,72.6201,44.2693,14.5504,1.9425,503.7847,2223.2087,12.7565,0.2681
2.884,71.1013,44.1262,14.4061,2.0992,502.7759,2226.8386,13.0264,0.7538
2.885,70.6858,44.3129,14.4409,2.1742,502.5787,2234.8245,13.0176,0.8243
2.886,67.0162,43.9475,14.2937,2.2367,502.5471,2245.917,12.9382,0.5872
2.887,63.3179,44.0998,14.1025,2.274,506.491,2246.5176,12.7677,0.5634
2.888,61.6279,44.5055,14.1399,2.2888,504.6828,2248.1927,12.6526,0.3364
2.889,59.3063,44.0666,14.152,2.2867,508.0537,2251.5709,12.3178,-0.2989
2.89,60.4132,44.2541,14.0723,2.161,509.6258,2247.9996,11.9922,-0.241
2.891,58.9883,44.5151,13.9612,2.0904,509.8203,2249.0389,11.7644,-0.0638
2.892,58.8187,44.4259,14.0351,1.941,510.2304,2249.3187,11.3547,-0.3878
2.893,56.55,45.0476,13.9475,1.8523,512.4411,2244.602,11.2438,-0.2194
2.894,53.6085,44.8114,13.961,1.7629,514.0601,2240.6698,11.0431,-0.0204
2.895,49.928,44.884,14.0147,1.7381,513.7131,2235.1279,11.0151,-0.2723
2.896,47.2754,45.7269,14.1601,1.6504,515.6532,2227.2266,11.0523,-0.7389
